"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","miR_name","expression","significant"
"hsa-miR-153-3p",487.194200059971,-0.345728718460254,0.152130021507865,-2.27258706094629,0.0230510760970985,0.675461549686703,"hsa-miR-153-3p","NS","grey80"
"hsa-miR-16-5p",179001.15295139,-0.108520955239421,0.0470624916604809,-2.3058905597756,0.0211167482564295,0.675461549686703,"hsa-miR-16-5p","NS","grey80"
"hsa-miR-10399-5p",47.4296377822372,-0.914605969064578,0.437071926284018,-2.09257541851418,0.0363870728015031,0.708954580283681,"hsa-miR-10399-5p","NS","grey80"
"hsa-miR-1179",72.0975987211,-0.652858758221445,0.326363233274506,-2.00040535102899,0.0454565110475505,0.708954580283681,"hsa-miR-1179","NS","grey80"
"hsa-miR-1247-5p",143.205764859081,0.49329590437535,0.228188042175794,2.16179559485996,0.030633935192088,0.708954580283681,"hsa-miR-1247-5p","NS","grey80"
"hsa-miR-1260b",1338.67424583734,0.257348095868942,0.127062566445428,2.02536516511706,0.0428298816575519,0.708954580283681,"hsa-miR-1260b","NS","grey80"
"hsa-miR-130b-3p",4093.17397869894,-0.176264612582368,0.088644004107003,-1.98845499318371,0.0467613918970956,0.708954580283681,"hsa-miR-130b-3p","NS","grey80"
"hsa-miR-146a-5p",76.4245383290468,0.787959176666046,0.389774323649934,2.02157794614951,0.0432199723182827,0.708954580283681,"hsa-miR-146a-5p","NS","grey80"
"hsa-miR-152-3p",3719.80694931843,-0.18248768072718,0.088660607277772,-2.05827239774537,0.0395639922779153,0.708954580283681,"hsa-miR-152-3p","NS","grey80"
"hsa-miR-15b-5p",28435.4586496883,-0.0831287772370127,0.0406198850984158,-2.04650448999558,0.0407067611634864,0.708954580283681,"hsa-miR-15b-5p","NS","grey80"
"hsa-miR-181d-3p",17.7140326977705,-1.57533623412014,0.781638133889016,-2.01542909156965,0.0438597088094266,0.708954580283681,"hsa-miR-181d-3p","|log2FC| > 1","darkgreen"
"hsa-miR-203a-3p",106.110234819182,-0.69869137417101,0.335449731904511,-2.08284970211245,0.0372649255336824,0.708954580283681,"hsa-miR-203a-3p","NS","grey80"
